what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1728878952129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728878953652
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728878981648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728878984763
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1728879008969
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879012358
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879015497
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879018842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879022564
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879077663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879085257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879096113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879100578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879117598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879119461
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879123694
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879132565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879160869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879168057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879170891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879189978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879197490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879221410
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879224663
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1728879227990
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1728879230042
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879233557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1728879236356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879237846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879259486
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879269069
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1728879270225
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879273764
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879281377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879287373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879328958
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879458908
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879478588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879483114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879607178
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1728879645077
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879656347
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879665186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879671971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879792895
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879846971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879876149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1728879878437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1728879882422
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1728879888069
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1728879892973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728879968863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1728879979812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728879981390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880075008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1728880084587
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880096433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880110445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1728880122549
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1728880131026
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1728880155323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880165397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880190916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880198992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880208837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1728880208851
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728880211686
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728880211749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880221439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880221556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880221817
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880226409
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728880280842
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1728880282949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880286274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1728880288597
