what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837420026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837424820
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837426612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837426750
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727837428792
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1727837436595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837451225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837460270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1727837471557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837472936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837516446
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727837528354
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727837528390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837538626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837545914
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1727837556659
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1727837559650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837572622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837577038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837581486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837630531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837640603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837693102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837693120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837693195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837748648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837773761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837779984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837788463
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727837790784
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1727837839732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837856484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837910543
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727837911960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837926305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837932595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1727837965456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837977465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727837982658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838071369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838133063
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1727838138042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1727838171266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838172331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838336381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838336399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838336457
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727838343648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1727838372770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1727838380400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1727838382327
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1727838397974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1727838407691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1727838433602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1727838435485
